#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_niue_adj;Niuean;;ner;;;;;;;;;;;x
c_nomoi;Nomoi;Nomoi;Nomoi;;Nomoi;;;;;;;;;x
c_nomoi_adj;Nomian;;nomer;;;;;;;;;;;x
c_northern_tungaru;Northern Tungaru;Northern Tungaru;Northern Tungaru;;Northern Tungaru;;;;;;;;;x
c_northern_tungaru_adj;Northern Tungarian;;Northern Tungarer;;;;;;;;;;;x
c_noumea;Noumea;Noumea;Noumea;;Noumea;;;;;;;;;x
c_noumea_adj;Noumean;;noumer;;;;;;;;;;;x
c_pagan;Pagan;Pagan;Pagan;;Pagan;;;;;;;;;x
c_pagan_adj;Paganian;;paganer;;;;;;;;;;;x
c_palau;Palau;Palau;Palau;;Palau;;;;;;;;;x
c_palau_adj;Palian;;paler;;;;;;;;;;;x
c_palauli;Palauli;Palauli;Palauli;;Palauli;;;;;;;;;x
c_palauli_adj;Palaulian;;palauler;;;;;;;;;;;x
c_penama;Penama;Penama;Penama;;Penama;;;;;;;;;x
c_penama_adj;Penaman;;penamer;;;;;;;;;;;x
c_pohnpei;Pohnpei;Pohnpei;Pohnpei;;Pohnpei;;;;;;;;;x
c_pohnpei_adj;Pohnpian;;pohnper;;;;;;;;;;;x
c_poindimie;Poindimie;Poindimie;Poindimie;;Poindimie;;;;;;;;;x
c_poindimie_adj;Poindimiean;;poindimer;;;;;;;;;;;x
c_ra;Ra;Ra;Ra;;Ra;;;;;;;;;x
c_ra_adj;Ran;;rer;;;;;;;;;;;x
c_rawaki;Rawaki;Rawaki;Rawaki;;Rawaki;;;;;;;;;x
c_rawaki_adj;Rawakian;;rawaker;;;;;;;;;;;x
c_rewa;Rewa;Rewa;Rewa;;Rewa;;;;;;;;;x
c_rewa_adj;Rewan;;rewer;;;;;;;;;;;x
c_rongelap;Rongelap;Rongelap;Rongelap;;Rongelap;;;;;;;;;x
c_rongelap_adj;Rongelapian;;rongelaper;;;;;;;;;;;x
c_rotuma;Rotuma;Rotuma;Rotuma;;Rotuma;;;;;;;;;x
c_rotuma_adj;Rotuman;;rotumer;;;;;;;;;;;x
c_saipan;Saipan;Saipan;Saipan;;Saipan;;;;;;;;;x
c_saipan_adj;Saipanian;;saipaner;;;;;;;;;;;x
c_sanma;Sanma;Sanma;Sanma;;Sanma;;;;;;;;;x
c_sanma_adj;Sanman;;sanmer;;;;;;;;;;;x
c_serua;Serua;Serua;Serua;;Serua;;;;;;;;;x
c_serua_adj;Seruan;;serer;;;;;;;;;;;x
c_shefa;Shefa;Shefa;Shefa;;Shefa;;;;;;;;;x
c_shefa_adj;Shefan;;shefer;;;;;;;;;;;x
c_southern_tungaru;Southern Tungaru;Southern Tungaru;Southern Tungaru;;Southern Tungaru;;;;;;;;;x
c_southern_tungaru_adj;Southern Tungarian;;Southern Tungarer;;;;;;;;;;;x
c_tafea;Tafea;Tafea;Tafea;;Tafea;;;;;;;;;x
c_tafea_adj;Tafean;;tafer;;;;;;;;;;;x
c_thio;Thio;Thio;Thio;;Thio;;;;;;;;;x
c_thio_adj;Thian;;ther;;;;;;;;;;;x
c_tokelau;Tokelau;Tokelau;Tokelau;;Tokelau;;;;;;;;;x
c_tokelau_adj;Tokelian;;tokeler;;;;;;;;;;;x
c_tongatapu;Tongatapu;Tongatapu;Tongatapu;;Tongatapu;;;;;;;;;x
c_tongatapu_adj;Tongatapian;;tongataper;;;;;;;;;;;x
c_torba;Torba;Torba;Torba;;Torba;;;;;;;;;x
c_torba_adj;Torban;;torber;;;;;;;;;;;x
c_tuamasaga;Tuamasaga;Tuamasaga;Tuamasaga;;Tuamasaga;;;;;;;;;x
c_tuamasaga_adj;Tuamasagan;;tuamasager;;;;;;;;;;;x
c_tutuila;Tutuila;Tutuila;Tutuila;;Tutuila;;;;;;;;;x
c_tutuila_adj;Tutuilan;;tutuiler;;;;;;;;;;;x
c_tuvalu;Tuvalu;Tuvalu;Tuvalu;;Tuvalu;;;;;;;;;x
c_tuvalu_adj;Tuvalian;;tuvaler;;;;;;;;;;;x
c_uvea;'Uvea;'Uvea;'Uvea;;'Uvea;;;;;;;;;x
c_uvea_adj;'Uvean;;'uver;;;;;;;;;;;x
c_vavau;Vava'u;Vava'u;Vava'u;;Vava'u;;;;;;;;;x
c_vavau_adj;Vava'ian;;vava'er;;;;;;;;;;;x
c_woleai;Woleai;Woleai;Woleai;;Woleai;;;;;;;;;x
c_woleai_adj;Wolian;;woler;;;;;;;;;;;x
c_wotje;Wotje;Wotje;Wotje;;Wotje;;;;;;;;;x
c_wotje_adj;Wotjean;;wotjer;;;;;;;;;;;x
c_yap;Yap;Yap;Yap;;Yap;;;;;;;;;x
c_yap_adj;Yapian;;yaper;;;;;;;;;;;x
