#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_alofi_2;Alofi;Alofi;Alofi;;Alofi;;;;;;;;;x
b_alofi_2_adj;Alofian;;alofer;;;;;;;;;;;x
b_anatahan;Anatahan;Anatahan;Anatahan;;Anatahan;;;;;;;;;x
b_anatahan_adj;Anatahanian;;anatahaner;;;;;;;;;;;x
b_anetan;Anetan;Anetan;Anetan;;Anetan;;;;;;;;;x
b_anetan_adj;Anetanian;;anetaner;;;;;;;;;;;x
b_anjain;Anjain;Anjain;Anjain;;Anjain;;;;;;;;;x
b_anjain_adj;Anjainian;;anjainer;;;;;;;;;;;x
b_aomon;Aomon;Aomon;Aomon;;Aomon;;;;;;;;;x
b_aomon_adj;Aomonian;;aomoner;;;;;;;;;;;x
b_aopo;Aopo;Aopo;Aopo;;Aopo;;;;;;;;;x
b_aopo_adj;Aopian;;aoper;;;;;;;;;;;x
b_apia;Apia;Apia;Apia;;Apia;;;;;;;;;x
b_apia_adj;Apian;;aper;;;;;;;;;;;x
b_aranuka;Aranuka;Aranuka;Aranuka;;Aranuka;;;;;;;;;x
b_aranuka_adj;Aranukan;;aranuker;;;;;;;;;;;x
b_arno;Arno;Arno;Arno;;Arno;;;;;;;;;x
b_arno_adj;Arnian;;arner;;;;;;;;;;;x
b_arorae;Arorae;Arorae;Arorae;;Arorae;;;;;;;;;x
b_arorae_adj;Aroraean;;arorer;;;;;;;;;;;x
b_asau;Asau;Asau;Asau;;Asau;;;;;;;;;x
b_asau_adj;Asian;;aser;;;;;;;;;;;x
b_atafu;Atafu;Atafu;Atafu;;Atafu;;;;;;;;;x
b_atafu_adj;Atafian;;atafer;;;;;;;;;;;x
b_aua;Aua;Aua;Aua;;Aua;;;;;;;;;x
b_aua_adj;Auan;;er;;;;;;;;;;;x
b_avatele;Avatele;Avatele;Avatele;;Avatele;;;;;;;;;x
b_avatele_adj;Avatelean;;avateler;;;;;;;;;;;x
b_avire;Avire;Avire;Avire;;Avire;;;;;;;;;x
b_avire_adj;Avirean;;avirer;;;;;;;;;;;x
b_ba;Ba;Ba;Ba;;Ba;;;;;;;;;x
b_ba_adj;Ban;;ber;;;;;;;;;;;x
b_bairiki;Bairiki;Bairiki;Bairiki;;Bairiki;;;;;;;;;x
b_bairiki_adj;Bairikian;;bairiker;;;;;;;;;;;x
b_baitora;Baitora;Baitora;Baitora;;Baitora;;;;;;;;;x
b_baitora_adj;Baitoran;;baitorer;;;;;;;;;;;x
b_bandara;Bandara;Bandara;Bandara;;Bandara;;;;;;;;;x
b_bandara_adj;Bandaran;;bandarer;;;;;;;;;;;x
b_baofatu;Baofatu;Baofatu;Baofatu;;Baofatu;;;;;;;;;x
b_baofatu_adj;Baofatian;;baofater;;;;;;;;;;;x
b_barrigada;Barrigada;Barrigada;Barrigada;;Barrigada;;;;;;;;;x
b_barrigada_adj;Barrigadan;;barrigader;;;;;;;;;;;x
b_batiki;Batiki;Batiki;Batiki;;Batiki;;;;;;;;;x
b_batiki_adj;Batikian;;batiker;;;;;;;;;;;x
b_batiri;Batiri;Batiri;Batiri;;Batiri;;;;;;;;;x
b_batiri_adj;Batirian;;batirer;;;;;;;;;;;x
b_beru;Beru;Beru;Beru;;Beru;;;;;;;;;x
b_beru_adj;Berian;;berer;;;;;;;;;;;x
b_betio;Betio;Betio;Betio;;Betio;;;;;;;;;x
b_betio_adj;Betian;;beter;;;;;;;;;;;x
b_bigatyelang;Bigatyelang;Bigatyelang;Bigatyelang;;Bigatyelang;;;;;;;;;x
b_bigatyelang_adj;Bigatyelangian;;bigatyelanger;;;;;;;;;;;x
b_bikenibeu;Bikenibeu;Bikenibeu;Bikenibeu;;Bikenibeu;;;;;;;;;x
b_bikenibeu_adj;Bikenibian;;bikeniber;;;;;;;;;;;x
b_bikini;Bikini;Bikini;Bikini;;Bikini;;;;;;;;;x
b_bikini_adj;Bikinian;;bikiner;;;;;;;;;;;x
b_boe;Boe;Boe;Boe;;Boe;;;;;;;;;x
b_boe_adj;Boean;;ber;;;;;;;;;;;x
b_bourail;Bourail;Bourail;Bourail;;Bourail;;;;;;;;;x
b_bourail_adj;Bourailian;;bourailer;;;;;;;;;;;x
b_bourail_2;Bourail;Bourail;Bourail;;Bourail;;;;;;;;;x
b_bourail_2_adj;Bourailian;;bourailer;;;;;;;;;;;x
b_bourail_3;Bourail;Bourail;Bourail;;Bourail;;;;;;;;;x
b_bourail_3_adj;Bourailian;;bourailer;;;;;;;;;;;x
b_brenwe;Brenwe;Brenwe;Brenwe;;Brenwe;;;;;;;;;x
b_brenwe_adj;Brenwean;;brenwer;;;;;;;;;;;x
b_buada;Buada;Buada;Buada;;Buada;;;;;;;;;x
b_buada_adj;Buadan;;buader;;;;;;;;;;;x
b_bulileka;Bulileka;Bulileka;Bulileka;;Bulileka;;;;;;;;;x
b_bulileka_adj;Bulilekan;;bulileker;;;;;;;;;;;x
b_bunlap;Bunlap;Bunlap;Bunlap;;Bunlap;;;;;;;;;x
b_bunlap_adj;Bunlapian;;bunlaper;;;;;;;;;;;x
b_burenitu;Burenitu;Burenitu;Burenitu;;Burenitu;;;;;;;;;x
b_burenitu_adj;Burenitian;;bureniter;;;;;;;;;;;x
b_butaritari;Butaritari;Butaritari;Butaritari;;Butaritari;;;;;;;;;x
b_butaritari_adj;Butaritarian;;butaritarer;;;;;;;;;;;x
b_butmas;Butmas;Butmas;Butmas;;Butmas;;;;;;;;;x
b_butmas_adj;Butmasian;;butmaser;;;;;;;;;;;x
b_cakova;Cakova;Cakova;Cakova;;Cakova;;;;;;;;;x
b_cakova_adj;Cakovan;;cakover;;;;;;;;;;;x
b_canton;Canton;Canton;Canton;;Canton;;;;;;;;;x
b_canton_adj;Cantonian;;cantoner;;;;;;;;;;;x
b_cautata;Cautata;Cautata;Cautata;;Cautata;;;;;;;;;x
b_cautata_adj;Cautatan;;cautater;;;;;;;;;;;x
b_chalan_kanoa;Chalan Kanoa;Chalan Kanoa;Chalan Kanoa;;Chalan Kanoa;;;;;;;;;x
b_chalan_kanoa_adj;Chalan Kanoan;;Chalan Kaner;;;;;;;;;;;x
b_colonia;Colonia;Colonia;Colonia;;Colonia;;;;;;;;;x
b_colonia_adj;Colonian;;coloner;;;;;;;;;;;x
b_craig_cove;Craig Cove;Craig Cove;Craig Cove;;Craig Cove;;;;;;;;;x
b_craig_cove_adj;Craig Covean;;Craig Cover;;;;;;;;;;;x
b_dalice;Dalice;Dalice;Dalice;;Dalice;;;;;;;;;x
b_dalice_adj;Dalicean;;dalicer;;;;;;;;;;;x
b_dandan;Dandan;Dandan;Dandan;;Dandan;;;;;;;;;x
b_dandan_adj;Dandanian;;dandaner;;;;;;;;;;;x
b_dededo;Dededo;Dededo;Dededo;;Dededo;;;;;;;;;x
b_dededo_adj;Dededian;;dededer;;;;;;;;;;;x
b_delaiyadua;Delaiyadua;Delaiyadua;Delaiyadua;;Delaiyadua;;;;;;;;;x
b_delaiyadua_adj;Delaiyaduan;;delaiyader;;;;;;;;;;;x
b_delap;Delap;Delap;Delap;;Delap;;;;;;;;;x
b_delap_adj;Delapian;;delaper;;;;;;;;;;;x
b_denigomodu;Denigomodu;Denigomodu;Denigomodu;;Denigomodu;;;;;;;;;x
b_denigomodu_adj;Denigomodian;;denigomoder;;;;;;;;;;;x
b_deuba;Deuba;Deuba;Deuba;;Deuba;;;;;;;;;x
b_deuba_adj;Deuban;;deuber;;;;;;;;;;;x
b_divers_bay;Divers Bay;Divers Bay;Divers Bay;;Divers Bay;;;;;;;;;x
b_divers_bay_adj;Divers Baian;;Divers Baer;;;;;;;;;;;x
b_djarrit;Djarrit;Djarrit;Djarrit;;Djarrit;;;;;;;;;x
b_djarrit_adj;Djarritian;;djarriter;;;;;;;;;;;x
b_dumbea;Dumbéa;Dumbéa;Dumbéa;;Dumbéa;;;;;;;;;x
b_dumbea_adj;Dumbéan;;dumbéer;;;;;;;;;;;x
b_eauripik;Eauripik;Eauripik;Eauripik;;Eauripik;;;;;;;;;x
b_eauripik_adj;Eauripikian;;eauripiker;;;;;;;;;;;x
b_ebeye;Ebeye;Ebeye;Ebeye;;Ebeye;;;;;;;;;x
b_ebeye_adj;Ebeyean;;ebeer;;;;;;;;;;;x
b_ebon;Ebon;Ebon;Ebon;;Ebon;;;;;;;;;x
b_ebon_adj;Ebonian;;eboner;;;;;;;;;;;x
b_elato;Elato;Elato;Elato;;Elato;;;;;;;;;x
b_elato_adj;Elatian;;elater;;;;;;;;;;;x
b_enderbury;Enderbury;Enderbury;Enderbury;;Enderbury;;;;;;;;;x
b_enderbury_adj;Enderburian;;enderburer;;;;;;;;;;;x
b_endu_pahakol;Endu Pahakol;Endu Pahakol;Endu Pahakol;;Endu Pahakol;;;;;;;;;x
b_endu_pahakol_adj;Endu Pahakolian;;Endu Pahakoler;;;;;;;;;;;x
b_enewetak;Enewetak;Enewetak;Enewetak;;Enewetak;;;;;;;;;x
b_enewetak_adj;Enewetakian;;enewetaker;;;;;;;;;;;x
b_enjebi;Enjebi;Enjebi;Enjebi;;Enjebi;;;;;;;;;x
b_enjebi_adj;Enjebian;;enjeber;;;;;;;;;;;x
b_erikub;Erikub;Erikub;Erikub;;Erikub;;;;;;;;;x
b_erikub_adj;Erikubian;;erikuber;;;;;;;;;;;x
b_etal;Etal;Etal;Etal;;Etal;;;;;;;;;x
b_etal_adj;Etalian;;etaler;;;;;;;;;;;x
b_etena;Etena;Etena;Etena;;Etena;;;;;;;;;x
b_etena_adj;Etenan;;etener;;;;;;;;;;;x
b_eton;Eton;Eton;Eton;;Eton;;;;;;;;;x
b_eton_adj;Etonian;;etoner;;;;;;;;;;;x
b_fagatogo;Fagatogo;Fagatogo;Fagatogo;;Fagatogo;;;;;;;;;x
b_fagatogo_adj;Fagatogian;;fagatoger;;;;;;;;;;;x
b_fakakakai;Fakakakai;Fakakakai;Fakakakai;;Fakakakai;;;;;;;;;x
b_fakakakai_adj;Fakakakian;;fakakaker;;;;;;;;;;;x
b_falaleu;Falaleu;Falaleu;Falaleu;;Falaleu;;;;;;;;;x
b_falaleu_adj;Falalian;;falaler;;;;;;;;;;;x
b_faleapuna;Faleapuna;Faleapuna;Faleapuna;;Faleapuna;;;;;;;;;x
b_faleapuna_adj;Faleapunan;;faleapuner;;;;;;;;;;;x
b_falehau;Falehau;Falehau;Falehau;;Falehau;;;;;;;;;x
b_falehau_adj;Falehian;;faleher;;;;;;;;;;;x
b_faleniu;Faleniu;Faleniu;Faleniu;;Faleniu;;;;;;;;;x
b_faleniu_adj;Falenian;;falener;;;;;;;;;;;x
b_faraulep;Faraulep;Faraulep;Faraulep;;Faraulep;;;;;;;;;x
b_faraulep_adj;Faraulepian;;farauleper;;;;;;;;;;;x
b_fefan;Fefan;Fefan;Fefan;;Fefan;;;;;;;;;x
b_fefan_adj;Fefanian;;fefaner;;;;;;;;;;;x
b_fenua_fala;Fenua Fala;Fenua Fala;Fenua Fala;;Fenua Fala;;;;;;;;;x
b_fenua_fala_adj;Fenua Falan;;Fenua Faler;;;;;;;;;;;x
b_fiua;Fiua;Fiua;Fiua;;Fiua;;;;;;;;;x
b_fiua_adj;Fiuan;;fer;;;;;;;;;;;x
b_funafuti;Funafuti;Funafuti;Funafuti;;Funafuti;;;;;;;;;x
b_funafuti_adj;Funafutian;;funafuter;;;;;;;;;;;x
b_gagil;Gagil;Gagil;Gagil;;Gagil;;;;;;;;;x
b_gagil_adj;Gagilian;;gagiler;;;;;;;;;;;x
b_galoa;Galoa;Galoa;Galoa;;Galoa;;;;;;;;;x
b_galoa_adj;Galoan;;galer;;;;;;;;;;;x
b_galoa_2;Galoa;Galoa;Galoa;;Galoa;;;;;;;;;x
b_galoa_2_adj;Galoan;;galer;;;;;;;;;;;x
b_garapan;Garapan;Garapan;Garapan;;Garapan;;;;;;;;;x
b_garapan_adj;Garapanian;;garapaner;;;;;;;;;;;x
b_gataivai;Gataivai;Gataivai;Gataivai;;Gataivai;;;;;;;;;x
b_gataivai_adj;Gataivian;;gataiver;;;;;;;;;;;x
b_haateiho;Ha'ateiho;Ha'ateiho;Ha'ateiho;;Ha'ateiho;;;;;;;;;x
b_haateiho_adj;Ha'ateihian;;ha'ateiher;;;;;;;;;;;x
b_hagatna;Hagatna;Hagatna;Hagatna;;Hagatna;;;;;;;;;x
b_hagatna_adj;Hagatnan;;hagatner;;;;;;;;;;;x
b_hakupu;Hakupu;Hakupu;Hakupu;;Hakupu;;;;;;;;;x
b_hakupu_adj;Hakupian;;hakuper;;;;;;;;;;;x
b_hihifo;Hihifo;Hihifo;Hihifo;;Hihifo;;;;;;;;;x
b_hihifo_adj;Hihifian;;hihifer;;;;;;;;;;;x
b_hog_harbour;Hog Harbour;Hog Harbour;Hog Harbour;;Hog Harbour;;;;;;;;;x
b_hog_harbour_adj;Hog Harbourian;;Hog Harbourer;;;;;;;;;;;x
b_holonga;Holonga;Holonga;Holonga;;Holonga;;;;;;;;;x
b_holonga_adj;Holongan;;holonger;;;;;;;;;;;x
b_houma;Houma;Houma;Houma;;Houma;;;;;;;;;x
b_houma_adj;Houman;;houmer;;;;;;;;;;;x
b_ifalik;Ifalik;Ifalik;Ifalik;;Ifalik;;;;;;;;;x
b_ifalik_adj;Ifalikian;;ifaliker;;;;;;;;;;;x
b_ipikil;Ipikil;Ipikil;Ipikil;;Ipikil;;;;;;;;;x
b_ipikil_adj;Ipikilian;;ipikiler;;;;;;;;;;;x
b_ipota;Ipota;Ipota;Ipota;;Ipota;;;;;;;;;x
b_ipota_adj;Ipotan;;ipoter;;;;;;;;;;;x
b_isangel;Isangel;Isangel;Isangel;;Isangel;;;;;;;;;x
b_isangel_adj;Isangelian;;isangeler;;;;;;;;;;;x
b_jabor;Jabor;Jabor;Jabor;;Jabor;;;;;;;;;x
b_jabor_adj;Jaborian;;jaborer;;;;;;;;;;;x
b_jaluit;Jaluit;Jaluit;Jaluit;;Jaluit;;;;;;;;;x
b_jaluit_adj;Jaluitian;;jaluiter;;;;;;;;;;;x
b_japtan;Japtan;Japtan;Japtan;;Japtan;;;;;;;;;x
b_japtan_adj;Japtanian;;japtaner;;;;;;;;;;;x
b_kadavu;Kadavu;Kadavu;Kadavu;;Kadavu;;;;;;;;;x
b_kadavu_adj;Kadavian;;kadaver;;;;;;;;;;;x
b_kagman;Kagman;Kagman;Kagman;;Kagman;;;;;;;;;x
b_kagman_adj;Kagmanian;;kagmaner;;;;;;;;;;;x
b_kili;Kili;Kili;Kili;;Kili;;;;;;;;;x
b_kili_adj;Kilian;;kiler;;;;;;;;;;;x
b_kitti;Kitti;Kitti;Kitti;;Kitti;;;;;;;;;x
b_kitti_adj;Kittian;;kitter;;;;;;;;;;;x
b_klouklubed;Klouklubed;Klouklubed;Klouklubed;;Klouklubed;;;;;;;;;x
b_klouklubed_adj;Klouklubedian;;klouklubeder;;;;;;;;;;;x
b_kolia;Kolia;Kolia;Kolia;;Kolia;;;;;;;;;x
b_kolia_adj;Kolian;;koler;;;;;;;;;;;x
b_kolonia;Kolonia;Kolonia;Kolonia;;Kolonia;;;;;;;;;x
b_kolonia_adj;Kolonian;;koloner;;;;;;;;;;;x
b_kone;Kone;Kone;Kone;;Kone;;;;;;;;;x
b_kone_adj;Konean;;koner;;;;;;;;;;;x
b_kone_2;Kone;Kone;Kone;;Kone;;;;;;;;;x
b_kone_2_adj;Konean;;koner;;;;;;;;;;;x
b_kone_3;Kone;Kone;Kone;;Kone;;;;;;;;;x
b_kone_3_adj;Konean;;koner;;;;;;;;;;;x
b_koro;Koro;Koro;Koro;;Koro;;;;;;;;;x
b_koro_adj;Korian;;korer;;;;;;;;;;;x
b_koroinasolo;Koroinasolo;Koroinasolo;Koroinasolo;;Koroinasolo;;;;;;;;;x
b_koroinasolo_adj;Koroinasolian;;koroinasoler;;;;;;;;;;;x
b_koror;Koror;Koror;Koror;;Koror;;;;;;;;;x
b_koror_adj;Kororian;;kororer;;;;;;;;;;;x
b_koulo;Koulo;Koulo;Koulo;;Koulo;;;;;;;;;x
b_koulo_adj;Koulian;;kouler;;;;;;;;;;;x
b_kuria;Kuria;Kuria;Kuria;;Kuria;;;;;;;;;x
b_kuria_adj;Kurian;;kurer;;;;;;;;;;;x
b_kwajalein;Kwajalein;Kwajalein;Kwajalein;;Kwajalein;;;;;;;;;x
b_kwajalein_adj;Kwajaleinian;;kwajaleiner;;;;;;;;;;;x
b_labasa;Labasa;Labasa;Labasa;;Labasa;;;;;;;;;x
b_labasa_adj;Labasan;;labaser;;;;;;;;;;;x
b_lae;Lae;Lae;Lae;;Lae;;;;;;;;;x
b_lae_adj;Laean;;ler;;;;;;;;;;;x
b_lakatoro;Lakatoro;Lakatoro;Lakatoro;;Lakatoro;;;;;;;;;x
b_lakatoro_adj;Lakatorian;;lakatorer;;;;;;;;;;;x
b_lalomanu;Lalomanu;Lalomanu;Lalomanu;;Lalomanu;;;;;;;;;x
b_lalomanu_adj;Lalomanian;;lalomaner;;;;;;;;;;;x
b_lamap;Lamap;Lamap;Lamap;;Lamap;;;;;;;;;x
b_lamap_adj;Lamapian;;lamaper;;;;;;;;;;;x
b_lami;Lami;Lami;Lami;;Lami;;;;;;;;;x
b_lami_adj;Lamian;;lamer;;;;;;;;;;;x
b_lamotrek;Lamotrek;Lamotrek;Lamotrek;;Lamotrek;;;;;;;;;x
b_lamotrek_adj;Lamotrekian;;lamotreker;;;;;;;;;;;x
b_lano;Lano;Lano;Lano;;Lano;;;;;;;;;x
b_lano_adj;Lanian;;laner;;;;;;;;;;;x
b_lautoka;Lautoka;Lautoka;Lautoka;;Lautoka;;;;;;;;;x
b_lautoka_adj;Lautokan;;lautoker;;;;;;;;;;;x
b_lauwaki;Lauwaki;Lauwaki;Lauwaki;;Lauwaki;;;;;;;;;x
b_lauwaki_adj;Lauwakian;;lauwaker;;;;;;;;;;;x
b_lawaki;Lawaki;Lawaki;Lawaki;;Lawaki;;;;;;;;;x
b_lawaki_adj;Lawakian;;lawaker;;;;;;;;;;;x
b_le_mont_dore;Le-Mont-Dore;Le-Mont-Dore;Le-Mont-Dore;;Le-Mont-Dore;;;;;;;;;x
b_le_mont_dore_adj;Le-Mont-Dorean;;le-mont-dorer;;;;;;;;;;;x
b_leava;Leava;Leava;Leava;;Leava;;;;;;;;;x
b_leava_adj;Leavan;;leaver;;;;;;;;;;;x
b_lefaga;Lefaga;Lefaga;Lefaga;;Lefaga;;;;;;;;;x
b_lefaga_adj;Lefagan;;lefager;;;;;;;;;;;x
b_leimatua;Leimatua;Leimatua;Leimatua;;Leimatua;;;;;;;;;x
b_leimatua_adj;Leimatuan;;leimater;;;;;;;;;;;x
b_lelu;Lelu;Lelu;Lelu;;Lelu;;;;;;;;;x
b_lelu_adj;Lelian;;leler;;;;;;;;;;;x
b_lenakel;Lenakel;Lenakel;Lenakel;;Lenakel;;;;;;;;;x
b_lenakel_adj;Lenakelian;;lenakeler;;;;;;;;;;;x
b_leone;Leone;Leone;Leone;;Leone;;;;;;;;;x
b_leone_adj;Leonean;;leoner;;;;;;;;;;;x
b_leulumoega;Leulumoega;Leulumoega;Leulumoega;;Leulumoega;;;;;;;;;x
b_leulumoega_adj;Leulumoegan;;leulumoeger;;;;;;;;;;;x
b_levuka;Levuka;Levuka;Levuka;;Levuka;;;;;;;;;x
b_levuka_adj;Levukan;;levuker;;;;;;;;;;;x
b_lifou;Lifou;Lifou;Lifou;;Lifou;;;;;;;;;x
b_lifou_adj;Lifian;;lifer;;;;;;;;;;;x
b_likiep;Likiep;Likiep;Likiep;;Likiep;;;;;;;;;x
b_likiep_adj;Likiepian;;likieper;;;;;;;;;;;x
b_liku;Liku;Liku;Liku;;Liku;;;;;;;;;x
b_liku_adj;Likian;;liker;;;;;;;;;;;x
b_liku_2;Liku;Liku;Liku;;Liku;;;;;;;;;x
b_liku_2_adj;Likian;;liker;;;;;;;;;;;x
b_loi;Loi;Loi;Loi;;Loi;;;;;;;;;x
b_loi_adj;Lian;;ler;;;;;;;;;;;x
b_loltong;Loltong;Loltong;Loltong;;Loltong;;;;;;;;;x
b_loltong_adj;Loltongian;;loltonger;;;;;;;;;;;x
b_lomaloma;Lomaloma;Lomaloma;Lomaloma;;Lomaloma;;;;;;;;;x
b_lomaloma_adj;Lomaloman;;lomalomer;;;;;;;;;;;x
b_longana;Longana;Longana;Longana;;Longana;;;;;;;;;x
b_longana_adj;Longanan;;longaner;;;;;;;;;;;x
b_longtal;Longtal;Longtal;Longtal;;Longtal;;;;;;;;;x
b_longtal_adj;Longtalian;;longtaler;;;;;;;;;;;x
b_lonorore;Lonorore;Lonorore;Lonorore;;Lonorore;;;;;;;;;x
b_lonorore_adj;Lonororean;;lonororer;;;;;;;;;;;x
b_lorevilko;Lorevilko;Lorevilko;Lorevilko;;Lorevilko;;;;;;;;;x
b_lorevilko_adj;Lorevilkian;;lorevilker;;;;;;;;;;;x
b_losa;Losa;Losa;Losa;;Losa;;;;;;;;;x
b_losa_adj;Losan;;loser;;;;;;;;;;;x
b_lotofaga;Lotofaga;Lotofaga;Lotofaga;;Lotofaga;;;;;;;;;x
b_lotofaga_adj;Lotofagan;;lotofager;;;;;;;;;;;x
b_lotofoa;Lotofoa;Lotofoa;Lotofoa;;Lotofoa;;;;;;;;;x
b_lotofoa_adj;Lotofoan;;lotofer;;;;;;;;;;;x
b_lotoloto;Lotoloto;Lotoloto;Lotoloto;;Lotoloto;;;;;;;;;x
b_lotoloto_adj;Lotolotian;;lotoloter;;;;;;;;;;;x
b_luatuanuu;Luatuanu'u;Luatuanu'u;Luatuanu'u;;Luatuanu'u;;;;;;;;;x
b_luatuanuu_adj;Luatuanu'ian;;luatuanu'er;;;;;;;;;;;x
b_lufilufi;Lufilufi;Lufilufi;Lufilufi;;Lufilufi;;;;;;;;;x
b_lufilufi_adj;Lufilufian;;lufilufer;;;;;;;;;;;x
b_luganville;Luganville;Luganville;Luganville;;Luganville;;;;;;;;;x
b_luganville_adj;Luganvillean;;luganviller;;;;;;;;;;;x
b_lukunor;Lukunor;Lukunor;Lukunor;;Lukunor;;;;;;;;;x
b_lukunor_adj;Lukunorian;;lukunorer;;;;;;;;;;;x
b_maap;Maap;Maap;Maap;;Maap;;;;;;;;;x
b_maap_adj;Maapian;;maaper;;;;;;;;;;;x
b_madolenihmw;Madolenihmw;Madolenihmw;Madolenihmw;;Madolenihmw;;;;;;;;;x
b_madolenihmw_adj;Madolenihmwian;;madolenihmwer;;;;;;;;;;;x
b_maiana;Maiana;Maiana;Maiana;;Maiana;;;;;;;;;x
b_maiana_adj;Maianan;;maianer;;;;;;;;;;;x
b_malem;Malem;Malem;Malem;;Malem;;;;;;;;;x
b_malem_adj;Malemian;;malemer;;;;;;;;;;;x
b_maloelap;Maloelap;Maloelap;Maloelap;;Maloelap;;;;;;;;;x
b_maloelap_adj;Maloelapian;;maloelaper;;;;;;;;;;;x
b_malolo;Malolo;Malolo;Malolo;;Malolo;;;;;;;;;x
b_malolo_adj;Malolian;;maloler;;;;;;;;;;;x
b_mangaliliu;Mangaliliu;Mangaliliu;Mangaliliu;;Mangaliliu;;;;;;;;;x
b_mangaliliu_adj;Mangalilian;;mangaliler;;;;;;;;;;;x
b_mangilao;Mangilao;Mangilao;Mangilao;;Mangilao;;;;;;;;;x
b_mangilao_adj;Mangilian;;mangiler;;;;;;;;;;;x
b_maninoa;Maninoa;Maninoa;Maninoa;;Maninoa;;;;;;;;;x
b_maninoa_adj;Maninoan;;maniner;;;;;;;;;;;x
b_manra;Manra;Manra;Manra;;Manra;;;;;;;;;x
b_manra_adj;Manran;;manrer;;;;;;;;;;;x
b_mapusagafou;Mapusagafou;Mapusagafou;Mapusagafou;;Mapusagafou;;;;;;;;;x
b_mapusagafou_adj;Mapusagafian;;mapusagafer;;;;;;;;;;;x
b_marakei;Marakei;Marakei;Marakei;;Marakei;;;;;;;;;x
b_marakei_adj;Marakian;;maraker;;;;;;;;;;;x
b_marasu;Marasu;Marasu;Marasu;;Marasu;;;;;;;;;x
b_marasu_adj;Marasian;;maraser;;;;;;;;;;;x
b_mare;Maré;Maré;Maré;;Maré;;;;;;;;;x
b_mare_adj;Maréian;;maréer;;;;;;;;;;;x
b_marou;Marou;Marou;Marou;;Marou;;;;;;;;;x
b_marou_adj;Marian;;marer;;;;;;;;;;;x
b_mataaho;Mata'aho;Mata'aho;Mata'aho;;Mata'aho;;;;;;;;;x
b_mataaho_adj;Mata'ahian;;mata'aher;;;;;;;;;;;x
b_mataika;Mataika;Mataika;Mataika;;Mataika;;;;;;;;;x
b_mataika_adj;Mataikan;;mataiker;;;;;;;;;;;x
b_matautu;Mata'utu;Mata'utu;Mata'utu;;Mata'utu;;;;;;;;;x
b_matautu_adj;Mata'utian;;mata'uter;;;;;;;;;;;x
b_matayoshi;Matayoshi;Matayoshi;Matayoshi;;Matayoshi;;;;;;;;;x
